top	sub
gr-qc/0402018	1712.05317
1211.3494	1807.02186
1206.1323	1807.02186
1408.2823	1807.02186
1712.07137	1807.02186
hep-th/0502149	1707.05380
1506.00013	1707.05380
1505.03542	1707.05380
hep-ph/9912391	1011.5790
1008.0951	1011.5790
quant-ph/0203003	quant-ph/0205064
hep-th/9708147	1306.2633
1101.1297	1306.2633
hep-ph/9910224	1209.2722
hep-ph/0410259	1209.2722
1109.2196	1403.7263
cond-mat/0008208	cond-mat/0011022
0708.1322	1006.1846
1609.06224	1612.08056
1306.6233	1612.08056
1008.5023	1612.08056
1507.00981	1603.00826
hep-th/9702015	1102.0082
hep-lat/0505012	1702.06437
1511.01783	1702.06437
quant-ph/0105121	0711.1731
1805.04717	1806.02489
1410.7097	1512.06708
hep-ph/0201080	hep-ph/0301220
hep-th/0008075	hep-th/0010275
1303.0733	1404.2635
1211.5252	1601.06611
1011.1910	1011.3966
hep-ph/0110163	hep-th/0305067
hep-th/0201042	hep-th/0305067
hep-ph/0110127	hep-th/0305067
1209.1191	1408.4921
1005.2482	1408.4921
1311.1313	1408.4921
hep-ph/0606022	1408.4921
1211.7323	1408.4921
hep-ph/0404270	1408.4921
hep-ph/0201043	nucl-th/0208072
1211.4937	1307.6953
1007.5097	1404.1819
hep-th/0211087	1205.2775
hep-lat/9812019	hep-ph/9908440
astro-ph/9608122	astro-ph/9809368
1402.7358	1712.00037
1711.11012	1712.00037
hep-th/0505153	1004.4638
0906.0591	1004.4638
1002.1088	1004.4638
hep-ph/0310126	hep-ph/0405047
hep-ph/0308174	hep-ph/0405047
0706.1522	1411.5332
0903.2834	1411.5332
astro-ph/9312039	0808.3770
hep-th/9910037	math/0007174
hep-th/0505153	0906.0591
hep-th/0107177	0906.0591
hep-th/0701064	0906.0591
hep-th/9504090	0906.0591
astro-ph/0502425	1506.09209
hep-ph/0509090	hep-ph/0605196
1702.04405	1812.11647
hep-th/0307209	hep-th/0311155
hep-th/0307165	hep-th/0311155
hep-th/9801056	hep-th/9810256
hep-th/9707158	hep-th/9910184
hep-th/9706110	hep-th/9910184
1811.12907	1812.10065
1606.03498	1802.06454
hep-th/0004097	hep-th/0007205
hep-ph/9905220	hep-ph/9906381
hep-th/0006236	hep-th/0110039
hep-th/0103148	hep-th/0110039
hep-th/9801206	hep-th/0203236
1405.6046	1701.03171
1206.5212	1705.05416
1204.4244	1701.06060
hep-th/0209114	gr-qc/0210039
1309.2370	1407.3185
1404.7450	1505.04825
1301.2846	1505.04825
hep-ph/9501361	1104.2919
1410.3964	1412.4269
0806.1876	1210.0308
1506.05829	1612.08112
astro-ph/0311056	astro-ph/0412638
0706.2399	1309.5385
astro-ph/0703741	1309.5385
0903.1292	1309.5385
1302.4754	1309.5385
cond-mat/0008372	cond-mat/0011413
0912.2253	1708.00655
0706.3909	0708.1035
0812.4168	1805.09638
hep-th/9801206	hep-th/9902100
1701.01455	1706.02319
1212.5226	1704.02325
0708.1322	0708.1994
hep-ph/0011335	1602.05137
1301.7225	1602.05137
1306.4710	1602.05137
1708.02709	1807.01836
1512.06708	1512.09048
1504.05468	1512.09048
1512.06696	1512.09048
1512.08484	1512.09048
1412.8664	1512.09048
1112.5296	1611.04927
1202.1503	1208.3413
1207.0802	1208.3413
hep-th/0505153	0706.1768
quant-ph/0404076	1305.5545
hep-th/0604024	1204.1221
hep-th/0611123	1711.03816
1208.6463	1412.7654
1103.0059	1106.3026
1507.00981	1705.08569
hep-th/0307138	gr-qc/0511079
1108.0302	1302.2613
hep-ph/0110127	hep-th/0201042
1210.3079	1504.00524
1305.6322	1610.07916
hep-th/9703003	1610.07916
hep-th/9504090	1610.07916
hep-th/9712143	1610.07916
gr-qc/0608003	1503.07427
1802.03283	1805.02814
hep-th/9801206	hep-th/9804058
hep-th/9803119	hep-th/9804058
hep-th/9710014	hep-th/9804058
hep-th/9803251	hep-th/9804058
hep-th/9711138	hep-th/9804058
gr-qc/0501094	gr-qc/0512154
1210.7929	1504.02098
1602.00696	1804.03238
hep-th/0307032	1109.5401
0712.2743	1109.5401
hep-th/0609044	1109.5401
1702.06731	1805.00882
gr-qc/0012036	1710.09152
0907.1660	1105.0444
astro-ph/0108151	1105.0444
0901.4372	1105.0444
1003.0673	1309.2954
astro-ph/9602019	1309.2954
astro-ph/0205436	1309.2954
1212.5226	1309.2954
1003.2416	1309.2954
astro-ph/9808276	astro-ph/9812182
0803.2360	0810.1362
hep-th/9606139	0708.1875
hep-ex/9903063	hep-ph/0003310
hep-lat/0308024	0901.4310
1607.06812	1808.06622
1611.01514	1808.10833
hep-th/9910181	1210.4403
hep-th/0207096	1210.4403
0708.0476	1602.05612
1501.01059	1602.05612
1602.08140	1602.05612
astro-ph/0512433	1502.01593
1303.4226	1502.01593
0807.0682	1608.09011
hep-th/0105276	0903.4356
0807.3324	0903.4356
0903.5184	1011.5025
1411.5042	1609.08129
q-alg/9606023	q-alg/9712005
1202.2274	1704.02113
gr-qc/0106033	0911.2739
1212.5226	1501.02101
1106.2822	1412.8352
1207.1678	1412.8352
1803.09390	1804.10378
hep-th/9906242	hep-th/0006224
math/9911165	hep-th/0006224
hep-th/9907186	hep-th/0006224
hep-th/9910092	hep-th/9911193
1102.2857	1409.4419
0910.5533	1409.4419
1308.5223	1409.4419
1101.2925	1409.4419
0803.2360	1108.4337
hep-ph/0105269	hep-ph/0106002
1506.05277	1609.04265
1112.5296	1609.04265
gr-qc/0202064	1708.08915
hep-ph/0304182	1409.0559
hep-th/9708147	hep-th/9709196
0902.2348	1409.5239
1110.3180	1409.5239
1305.1649	1501.02610
hep-th/0612003	1105.1547
1002.4580	1105.1547
hep-ph/9605323	1708.03332
gr-qc/0602110	0707.0842
astro-ph/0205436	1404.7848
hep-th/9801206	1106.0611
hep-ph/0210027	0708.0855
0704.0784	0909.4292
hep-th/9803103	hep-th/0012030
hep-th/9706110	hep-th/0012030
hep-ph/9805473	1810.01428
astro-ph/0407623	1810.01428
0911.1120	1810.01428
1505.03542	1810.01428
1712.08067	1810.01428
hep-th/0110103	hep-th/0201191
1107.0683	1111.2854
0806.1495	1111.2854
hep-ph/0407249	1111.2854
1303.0994	1610.06716
quant-ph/0507171	0806.3949
hep-th/0402123	hep-th/0508226
hep-th/0209176	hep-th/0309057
hep-th/0202187	hep-th/0309057
nucl-th/0303036	nucl-th/0304013
1611.06567	1702.00782
1512.02860	1601.05864
hep-th/0307042	0712.4132
1408.6096	1607.02222
1509.08318	1607.02222
astro-ph/0001493	astro-ph/0005085
0710.0863	0710.0988
1705.07734	1709.01138
hep-th/0305132	0709.1458
hep-th/0008132	0907.2646
0710.3513	0907.2646
hep-th/0008075	0907.2646
1204.5977	1207.0802
1112.2703	1207.0802
1202.5190	1207.0802
0906.4393	1203.5001
0912.1553	1510.07271
gr-qc/0002095	hep-th/0505174
hep-th/0307042	1606.02947
1003.6120	1606.02947
1012.4004	1606.02947
1505.04825	1506.04048
hep-ph/0011335	1506.04048
0911.1120	1506.04048
1306.4710	1506.04048
1301.2846	1506.04048
1502.01011	1506.04048
0907.2696	1305.5420
1202.3415	1305.5420
1211.1320	1305.5420
1207.4599	1305.5420
1207.1716	1305.5420
1708.01530	1711.05344
1301.1703	1303.0300
1202.3415	1611.05354
hep-ph/9812252	hep-ph/0005218
1208.4018	1607.08834
1107.4789	1607.08834
hep-th/0007205	hep-th/0307138
gr-qc/0306072	hep-th/0307138
hep-th/0104227	hep-th/0307138
hep-th/0005193	hep-th/0307138
gr-qc/9912071	hep-th/0307138
gr-qc/0303039	hep-th/0307138
1502.01852	1807.04758
1609.07149	1807.04758
1411.5182	1807.04758
1002.1722	1301.3728
0704.1503	1108.4616
1103.3519	1108.4616
1011.5120	1609.02188
0911.1120	1609.02188
1412.6302	1609.02188
0804.2477	1008.4355
hep-ph/9707419	0907.0668
1708.01530	1901.02401
hep-ph/0102332	1109.2117
0909.4866	1109.2117
1412.6302	1506.06064
hep-ph/9902419	1511.06466
1211.3494	1304.7100
hep-ph/0011335	1612.02010
1306.4710	1612.02010
1511.06347	1711.06590
hep-th/0203265	hep-th/0504200
hep-th/0501025	hep-th/0504200
gr-qc/0403084	hep-th/0504200
hep-th/0302168	hep-th/0304249
hep-th/0206251	hep-th/0304249
hep-th/0108034	hep-th/0304249
1410.7116	1710.01812
1602.03842	1603.05234
1512.05349	1603.05234
1303.3146	1603.05234
0912.5297	1603.05234
0708.2362	1603.05234
hep-lat/0001015	hep-lat/9912044
hep-th/0305132	1408.1240
1210.4403	1408.1240
1305.1313	1408.6530
hep-th/9704145	1308.6194
hep-th/0107222	1308.6194
0812.0992	1106.6030
hep-th/0612003	1307.0242
hep-th/0310261	1307.0242
hep-th/0202142	hep-th/0408048
hep-th/9511047	hep-th/0408048
hep-th/0103003	hep-th/0408048
gr-qc/9904062	hep-th/0408048
gr-qc/0405060	hep-th/0408048
hep-th/0409057	hep-th/0408048
gr-qc/0005126	hep-th/0408048
gr-qc/0110034	hep-th/0408048
hep-th/0107177	hep-th/0402119
astro-ph/0003200	1410.7393
1103.0281	1410.7393
hep-th/0205131	1704.07859
hep-th/0304217	1704.07859
1004.3736	1704.07859
hep-th/0502220	1704.07859
1401.0825	1704.07859
hep-ph/0306158	0705.3103
hep-ph/0211023	0705.3103
0706.1522	1103.5389
0710.0988	1103.5389
hep-lat/0209128	nucl-th/0406059
hep-ph/0201148	hep-ph/0204130
hep-th/9804058	hep-th/0611123
hep-th/9506126	1404.3887
hep-th/9712143	1404.3887
hep-th/0608138	0711.1525
hep-th/0603115	1304.6948
hep-lat/0607020	1612.01908
1412.8026	1612.01908
1310.3832	1311.3292
1011.5120	1311.3292
hep-ph/9605323	0908.4272
0806.3534	1110.2078
1207.0598	1705.05969
0802.0999	1705.05969
1006.0099	1012.3081
1212.5226	1209.5585
1209.5586	1209.5585
1511.07041	1802.08824
hep-ph/0108003	hep-th/0204128
hep-ph/0108170	hep-th/0204128
hep-ph/0202093	hep-th/0204128
hep-ph/0103125	hep-th/0204128
hep-ph/0110164	hep-th/0204128
hep-th/0112046	hep-th/0204128
1602.06437	1611.09094
hep-ph/0603106	1106.6229
0803.2360	1106.6229
1001.0570	1403.6094
0712.2355	0807.1080
hep-ph/0505135	hep-th/0609132
1301.4361	1303.5880
0808.3770	1312.7619
1212.5226	1312.7619
1301.2846	1312.7619
0903.3115	1010.4798
0803.3085	1807.00888
1011.5120	1807.00888
1104.2328	1807.00888
1201.5305	1604.05394
1504.05085	1604.05394
hep-th/9610148	1603.05245
1405.3864	1612.04202
hep-ph/0001257	hep-ph/0702148
hep-ph/9908397	hep-ph/0702148
1602.00486	1509.03082
1312.6026	1708.07244
0807.3196	1001.2479
hep-th/9808141	1304.1551
hep-th/9703157	1304.1551
hep-ph/9811202	hep-ph/0101249
0803.3085	1409.8436
0907.2916	1409.8436
1708.01530	1710.05648
hep-th/9506126	hep-th/9708009
hep-th/9504047	hep-th/9708009
hep-th/9703007	hep-th/9708009
hep-th/9504090	hep-th/9708009
hep-th/9808097	1207.3014
0704.0784	1502.08041
hep-th/9606139	1502.08041
0808.2223	1502.08041
0708.2691	1502.08041
1212.4371	1801.03466
1304.7240	1403.5679
1108.5231	1403.5679
0911.1922	0912.2988
1801.01568	1807.01869
hep-ph/0410215	hep-ph/0505175
hep-ph/0406016	hep-ph/0505175
hep-ex/0205089	hep-ph/0505175
hep-ph/0304132	hep-ph/0505175
hep-ph/0310314	hep-ph/0505175
hep-ph/0408142	hep-ph/0505175
hep-ph/0307203	hep-ph/0505175
hep-lat/0007028	nucl-th/9909021
1502.01593	1501.02779
hep-th/9601007	gr-qc/0306097
0706.2399	0709.3422
1003.4266	1106.5788
0907.1660	1310.1072
1208.4688	1310.1072
1210.4813	1310.1072
gr-qc/0005126	hep-th/0501191
0905.2126	1901.10504
0905.2739	1901.10504
hep-ph/9710473	1804.08642
1708.08232	1804.08642
1510.06894	1702.02164
hep-th/9505100	hep-th/9707158
hep-th/0011217	1612.05235
hep-th/0012025	1612.05235
1403.2510	1802.05168
math/0206023	math/0209075
0707.2516	0806.1046
hep-th/0609006	hep-th/0611086
1012.2725	1307.7134
astro-ph/9904398	hep-th/0106133
0806.1495	0812.3815
1106.2822	1801.01513
hep-th/9706110	hep-th/9906242
1609.02993	1806.00589
hep-th/9901009	hep-th/0102046
hep-ph/9903224	hep-ph/9908219
1010.0245	1103.2771
0708.3665	1811.07750
1611.01514	1811.07750
hep-th/0108143	hep-th/0207160
hep-th/9706110	hep-th/0207160
hep-lat/0410048	hep-lat/0506007
hep-ph/0301094	hep-lat/0506007
1212.5226	1404.3612
hep-th/0203265	1404.3612
hep-th/0204252	1404.3612
hep-ph/0009356	0806.2720
0803.3650	0806.2720
hep-ph/0202269	0806.2720
hep-ph/0108100	0806.2720
hep-ph/0701182	0806.2720
astro-ph/0604041	astro-ph/0604388
math/0611074	0809.2593
hep-th/0206145	1202.2274
1006.0099	1202.2274
hep-th/0106133	1202.2274
1009.1136	1202.2274
1012.3081	1202.2274
1108.3071	1703.07112
hep-th/0307165	hep-th/0601045
hep-th/0307209	hep-th/0601045
hep-ph/0209121	hep-ph/0411242
hep-ph/9906209	1008.1389
hep-ph/9811440	1008.1389
hep-ph/0011335	1405.6921
hep-th/0305132	1002.4921
math/0007090	1002.4921
math/0403015	1002.4921
math/0303114	1002.4921
math/0406171	1002.4921
1511.05792	1607.00894
1606.01258	1609.05882
1412.3459	1609.05882
1510.00389	1803.09390
0912.5297	1803.09390
0708.1879	0806.1539
1106.5788	1107.4789
hep-lat/0501024	1307.1896
1112.2703	1601.07288
1201.5305	1601.07288
0912.5297	1106.5983
1704.05358	1708.00055
hep-ph/0112045	hep-ph/0304034
hep-ph/0112109	hep-ph/0304034
hep-th/0307165	hep-th/0307209
hep-ph/0506042	1109.4390
hep-ph/0506313	1109.4390
1106.3289	1101.6056
1111.6580	1203.5802
hep-th/9608047	1403.7613
hep-th/9601007	1403.7613
hep-th/0103239	hep-th/0601007
hep-th/0105276	1310.2838
hep-th/0208232	hep-th/0209215
1103.1427	1209.4758
hep-ph/0402097	hep-ph/0509155
astro-ph/9812055	hep-ph/9912240
hep-th/9711036	0810.4160
hep-th/0403193	0810.4160
astro-ph/0511444	astro-ph/0609655
astro-ph/0510765	astro-ph/0609655
gr-qc/0501102	0910.3200
gr-qc/0411006	1208.2615
1112.1267	1503.03906
hep-th/0103178	1503.03906
1109.6013	1503.03906
hep-th/9712251	1503.03906
hep-th/0205131	hep-th/0502220
hep-th/0105276	hep-th/0502220
hep-th/0003203	hep-th/0502220
1005.4469	1012.4972
0912.2988	1012.4972
1206.3961	1311.3245
hep-th/0206145	1302.2928
1202.2274	1302.2928
hep-th/9901099	hep-th/0003188
1112.2703	1201.5305
cond-mat/0606771	1201.4174
hep-th/9910133	hep-th/0310243
1806.02489	1805.04717
0807.1003	1205.5681
hep-th/0607218	0803.4474
hep-th/0702120	0803.4474
hep-th/0305132	0803.4474
0704.1085	0803.4474
0704.0784	0803.4474
hep-th/0602041	0803.4474
hep-th/0606175	0803.4474
0711.0387	0803.4474
hep-th/0610145	0903.2834
hep-th/0602010	0903.2834
hep-th/9804058	0903.2834
1302.6589	1411.2619
1403.5717	1411.2619
hep-th/9704145	hep-th/9910092
hep-th/9910036	hep-th/9910092
1607.05360	1606.03226
1503.02663	1606.03226
hep-th/9712251	1606.03226
hep-th/0505153	0711.0387
hep-th/0204023	0711.0387
hep-th/0301231	0711.0387
hep-th/9606139	0711.0387
hep-ph/9903404	hep-ph/9908295
hep-ph/9812209	hep-ph/9908295
hep-ph/9906224	hep-ph/9908295
hep-th/9905217	hep-th/0405175
hep-ph/0703047	0901.1597
hep-th/0003188	0806.4309
0807.0815	0811.1874
hep-th/9712251	0809.4264
hep-ph/0112045	hep-ph/0411216
hep-ph/0404165	hep-ph/0411216
hep-ph/0303130	hep-ph/0411216
1406.3542	1602.00948
1003.5694	1012.5917
astro-ph/0701510	astro-ph/0701584
hep-th/0403203	hep-th/0406001
hep-th/0405189	hep-th/0406001
hep-th/0403001	hep-th/0406001
1205.1514	1804.06284
astro-ph/0406275	1804.06284
1807.08422	1810.05306
0801.1294	1603.07362
1108.4060	1603.07362
astro-ph/9811296	1106.5073
1212.5226	1602.07624
1512.05349	1602.07624
1105.2854	1707.08471
1201.5197	1707.08471
astro-ph/0110123	1707.08471
1403.4427	1702.07546
1509.04044	1702.07546
hep-th/9702166	hep-th/0005121
hep-th/9610076	hep-th/0005121
hep-th/9608047	hep-th/0005121
1401.1508	1505.05157
1406.0009	1505.05157
1104.4787	1105.2557
1706.06100	1712.05366
1704.07397	1712.05366
hep-th/0406231	1203.1036
astro-ph/9901097	astro-ph/9904398
astro-ph/9606140	astro-ph/9904398
hep-th/9811054	astro-ph/9904398
1706.00262	1708.01879
1605.09790	1611.00194
1704.07397	1810.10611
1402.0801	1511.04831
1506.08575	1802.03394
hep-lat/0607017	hep-lat/0610048
hep-th/0211111	hep-th/0411182
1106.3583	1107.5799
hep-ph/0202255	1107.5799
1104.0699	1107.5799
0708.1879	1501.00559
0909.3304	1501.00559
1302.2613	1611.00399
1506.03690	1611.00399
1702.07471	1708.05313
1605.00857	1708.05313
1511.01454	1703.09212
quant-ph/0112143	1710.07871
0708.2691	1607.06812
1602.01147	1712.02288
1005.3035	1712.02288
hep-ph/0304034	1107.0683
1206.3190	1211.3262
hep-th/0005049	1211.3262
hep-th/9509160	1211.3262
0908.1742	1211.3262
1205.5461	1211.3262
1508.01173	1709.00688
1507.01273	1512.04455
1512.09152	1702.06731
1705.05605	1702.06731
1610.06716	1703.09511
hep-th/0309273	1208.5789
hep-ph/9704336	hep-ph/9705399
hep-ph/9703299	hep-ph/9705399
hep-th/0306242	hep-th/0309084
1412.6302	1507.06018
1504.02750	1507.06018
hep-ph/0308036	1507.06018
1506.06064	1507.06018
hep-ph/0606110	hep-ph/0610199
nucl-th/0307039	hep-ph/0610199
1709.06875	1901.04703
1306.6233	1901.04703
1303.5098	1607.07972
1403.4427	1607.07972
hep-ph/0103125	hep-ph/0312159
astro-ph/0502425	astro-ph/0503709
hep-th/0505215	1001.5152
hep-th/9909088	1703.10171
1203.1036	1703.10171
hep-th/0011217	1703.10171
hep-th/9803103	1703.10171
0908.0417	1703.10171
1601.01898	1703.10171
hep-th/0012025	1703.10171
hep-ph/0611109	0811.1058
hep-th/0403047	hep-ph/0409360
hep-th/0205131	1004.3736
hep-ph/0408050	1111.3031
1011.2783	1111.3031
1208.2855	1411.6426
1201.5025	1411.6426
1004.1115	1411.6426
hep-th/9910267	hep-th/0702075
hep-th/0110162	hep-th/0702075
hep-th/0004097	hep-th/0702075
hep-th/0608127	hep-th/0702075
hep-ph/0209121	hep-ph/0408050
0812.0718	0904.2154
gr-qc/0605013	0904.2154
0809.2822	0904.2154
1705.05473	1801.01141
astro-ph/0201137	1708.07716
gr-qc/0501102	1708.07716
astro-ph/0701353	1708.07716
hep-th/9712251	1305.4461
1011.5120	1803.04938
1705.01949	1803.04938
hep-th/0005193	gr-qc/0303039
hep-th/0109174	1604.08296
1003.1138	1604.08296
hep-th/0203265	hep-th/0501111
hep-th/9708147	hep-th/0501111
hep-th/9504047	hep-th/0501111
hep-th/0201060	hep-th/0501111
hep-th/0308068	hep-th/0501111
0906.2485	1102.2347
hep-th/0005046	hep-th/0104169
1701.08435	1804.01523
hep-th/9704087	hep-th/9704145
hep-th/9506126	hep-th/9704145
1708.01067	1711.04346
hep-ph/0108117	1608.05693
1112.2703	1608.05693
1201.5305	1608.05693
0907.1203	1712.02803
1005.3035	1712.02803
1007.4001	1712.02803
hep-th/0702075	0909.5454
hep-ph/9911294	0909.5454
astro-ph/0206372	hep-th/0307242
0804.3771	0903.0490
hep-th/0004097	gr-qc/0104033
astro-ph/0604041	astro-ph/0607039
hep-th/0003098	1305.6933
1312.4004	1508.05121
1501.07803	1508.05121
0811.0394	1508.05121
astro-ph/0510239	1306.4157
1403.4427	1409.2522
1302.2637	1304.6399
hep-th/9705022	hep-th/9904041
hep-th/9708147	hep-th/9904041
hep-th/0403047	hep-th/0403115
astro-ph/9312039	gr-qc/9803047
hep-th/0009148	hep-th/0102122
gr-qc/0506014	1210.4123
hep-th/0501191	1112.2819
hep-th/0312154	1112.2819
hep-th/9810200	hep-th/0011217
hep-th/9712251	hep-th/0011217
hep-th/9612229	hep-th/0011217
1308.6729	1612.04585
hep-ph/9908482	hep-ph/9910275
hep-ph/9710473	hep-ph/9910275
hep-ph/9906224	hep-ph/9910275
hep-lat/0607020	1703.06364
0812.3110	1703.06364
hep-lat/9712022	1703.06364
hep-lat/0610048	1703.06364
1508.02676	1604.08913
1603.03771	1604.08913
1510.08486	1604.08913
1302.4058	1608.07016
0801.1645	1210.7114
1112.2703	1210.7114
1205.6434	1210.7114
nucl-th/0505052	1304.2442
nucl-ex/0307022	1304.2442
1202.3060	1311.5109
1112.0816	1603.06930
hep-ph/9610481	hep-ph/9707282
hep-ph/0611353	0810.4078
0912.5297	1411.4620
hep-ph/0008223	0807.0981
hep-ph/0011335	0807.0981
0901.2559	1112.4531
hep-ph/0411242	1112.4531
hep-ph/0007192	1112.4531
1105.3935	1209.0539
astro-ph/0006077	0904.2821
astro-ph/0611358	1406.6600
hep-th/0209114	hep-th/0302052
gr-qc/0103018	1705.10262
hep-th/0403047	1705.10262
1008.2958	1705.10262
hep-ph/0501234	1006.3882
1306.6095	1511.07879
1305.0011	1511.07879
1304.7240	1511.07879
1102.5416	1104.4958
hep-th/0307032	0902.2489
hep-th/0309099	0902.2489
0807.3228	0902.2489
hep-lat/9612006	hep-ph/0103311
hep-ph/0308110	1011.0999
0902.0125	1509.00841
0712.2142	0810.2610
0808.1805	0810.2610
0706.2654	0706.3585
cond-mat/0210312	cond-mat/0306675
cond-mat/0205659	cond-mat/0306675
1209.4367	1709.08543
0801.3456	1203.2947
1606.00670	1810.05023
1607.01871	1810.05023
1609.00371	1707.03101
hep-ph/0202037	1005.5022
hep-ph/0508197	1005.5022
hep-ph/0306002	hep-ph/0312095
hep-ph/0302054	hep-ph/0312095
0802.0322	1210.3079
hep-th/0605127	1811.07872
1211.4317	1610.07730
0908.0395	1610.07730
1605.02922	1610.07730
hep-ph/0211023	hep-ph/0612157
hep-th/0403001	1610.08864
1002.3895	1008.2263
1007.0650	1008.2263
hep-ph/9701420	hep-ph/0303169
hep-ph/0209094	hep-ph/0303169
hep-ph/0005244	hep-ph/0303169
1402.0109	1810.11492
1105.3445	1810.11492
1211.3494	1810.11492
hep-th/9712251	1810.11492
hep-th/0109174	hep-th/0309246
hep-th/9804058	hep-th/0309246
hep-th/0208232	hep-th/0309246
hep-th/0209215	hep-th/0309246
0810.3459	0807.2760
hep-th/9806135	cond-mat/0611427
nucl-th/0501023	nucl-th/0601052
1609.06224	1810.07017
1712.08079	1810.07017
1212.5226	1302.1200
hep-ph/0212113	hep-ph/0304276
hep-ph/9711506	hep-ph/0304276
hep-ph/0102265	hep-ph/0304276
hep-ph/0302254	hep-ph/0304276
1303.5098	1810.04689
1405.7040	1810.04689
hep-th/9801206	hep-th/9803193
hep-th/9803119	hep-th/9803193
hep-th/9710014	hep-th/9803193
hep-th/9711138	hep-th/9803193
hep-th/0305132	math/0310283
1212.5226	1404.3511
0803.3085	1404.3511
1703.09212	1804.02753
1103.5854	1609.03873
hep-th/9610236	hep-th/9710014
hep-th/0008075	hep-th/0106136
0901.4431	1211.1291
1208.6463	1511.09466
1403.4427	1511.09466
1204.1252	1511.09466
1208.0738	1511.09466
1409.4619	1511.09466
1202.6251	1511.09466
1006.0432	1511.09466
1503.00737	1511.09466
1304.2600	1511.09466
1112.2703	1304.6103
hep-ph/0401116	hep-th/0410041
1602.07691	1808.10515
1101.2892	1806.09625
hep-ph/9605323	1807.03835
1608.00318	1703.08885
1505.00853	1611.09526
hep-th/0609109	1006.3472
hep-th/0605120	0906.4959
0903.5345	0906.4959
hep-ph/9605323	1607.00919
hep-ph/9412322	hep-ph/0102191
hep-ph/9803319	hep-ph/0102191
1102.5565	1103.5909
1001.3651	1810.10905
1001.1935	1810.10905
1404.5571	1810.10905
hep-ph/0612035	1810.10905
1609.00371	1810.10905
hep-ph/0303130	1810.10905
nucl-th/0304013	1102.4841
1102.4461	1102.4841
1005.2482	1102.4841
hep-ph/0310121	1102.4841
hep-th/0611148	0912.2271
hep-ph/0605085	hep-ph/0609055
hep-ph/0607027	hep-ph/0609055
hep-th/0201042	hep-ph/0609055
1703.10852	1708.07571
0907.5542	1412.1874
1112.1967	1412.1874
hep-th/9504090	hep-th/0005276
hep-th/9504090	hep-th/9506113
1101.2661	1206.5311
quant-ph/0408081	quant-ph/0408006
hep-ph/0304182	1005.1888
hep-ph/0308036	0712.2355
1106.0292	1408.1698
1206.1499	1408.1698
1104.2889	1408.1698
1312.3622	1408.1698
hep-ph/0103125	hep-ph/0412263
0709.0307	0903.1292
astro-ph/0701433	1001.3975
astro-ph/9910025	astro-ph/0106495
hep-lat/0603010	1704.08995
cond-mat/0210312	cond-mat/0406289
cond-mat/0203411	cond-mat/0406289
1710.09767	1806.10166
1811.03113	1811.01983
hep-ex/0109022	1203.3131
hep-th/9610236	hep-th/9703016
hep-th/9702006	hep-th/9703016
1602.08140	1803.04336
hep-th/0512200	0709.1107
hep-ph/0110127	0709.1107
hep-th/0407101	1807.01077
hep-th/0104048	1807.01077
1702.00071	1806.06594
1301.7225	1410.7820
1306.5753	1807.06086
1311.0830	1807.06976
hep-ph/0308268	0910.4855
gr-qc/0306072	gr-qc/0401047
hep-th/0104227	gr-qc/0401047
hep-th/0005193	gr-qc/0401047
gr-qc/0303039	gr-qc/0401047
hep-th/0307138	gr-qc/0401047
hep-ph/0004052	1009.5486
1708.01530	1802.08263
math/0311214	1304.5184
hep-th/0312282	1503.07482
hep-ph/9911456	1302.6059
0805.3125	0909.3061
hep-th/9610148	0909.3061
1603.01148	1703.04092
1404.7139	1512.08928
1503.04114	1512.08928
1405.7040	1512.08928
1112.5296	1707.03713
1609.04265	1707.03713
1409.6314	1707.03713
1506.05277	1707.03713
1311.5109	1707.03713
1307.6263	1707.03713
1002.3895	1010.5169
1202.3060	1309.5792
0705.3410	1309.5792
astro-ph/0308206	astro-ph/0309364
hep-th/0611123	1411.1675
1107.1499	1411.1675
hep-th/0003096	1411.1675
1612.02434	1807.09786
1002.1088	1007.1201
1308.0463	1512.08484
1512.06708	1512.08484
1512.06696	1512.08484
1107.5879	1512.08484
1105.2852	1608.08104
hep-th/9505067	1707.04261
1812.05054	1901.05057
hep-ph/0110221	1310.5028
hep-th/0505153	0801.1520
hep-th/0003221	hep-th/0506250
0902.1055	1506.08377
1505.03202	1506.08377
gr-qc/9708031	hep-th/0612260
hep-th/9612236	hep-th/0612260
1406.1021	1410.6032
1310.3832	1411.6631
1404.2318	1512.04966
1302.6589	1512.04966
hep-ph/0606022	hep-ph/0606110
hep-ph/0601196	hep-ph/0606110
1504.05162	1602.07691
1302.4403	1602.07691
1710.01269	1810.10293
hep-th/0402123	0711.2389
hep-ph/0108093	hep-ph/0110221
1708.01530	1811.10668
astro-ph/9811023	astro-ph/0111048
hep-th/0006240	hep-th/0611190
gr-qc/0701143	0912.2330
0706.1319	0912.2330
gr-qc/0601091	0912.2330
1603.03665	1811.08233
quant-ph/0102024	1804.09733
hep-th/0103239	hep-th/0202187
hep-ph/0510062	hep-ph/0605183
1207.5018	1211.1112
gr-qc/9908059	0901.3258
1204.1252	1206.4201
1202.3415	1206.4201
1005.3035	1811.03597
1808.09072	1811.03597
1602.06759	1810.12316
hep-th/0109174	hep-th/0410124
1112.3061	1408.3835
1412.5587	1408.3835
1211.5663	1405.4295
1208.4018	1405.4295
1111.2854	1405.4295
hep-ph/0606022	1211.7323
